2024-06-27 14:19:00,072 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-06-27 14:19:00,089 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-06-27 14:19:00,090 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2024-06-27 14:19:00,090 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2024-06-27 14:19:00,103 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-06-27 14:19:00,103 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-06-27 14:19:00,104 INFO  SwAddin.cs: 201 - Setting up command manager
2024-06-27 14:19:00,105 INFO  SwAddin.cs: 204 - Adding command manager
2024-06-27 14:19:00,107 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-06-27 14:19:00,108 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-06-27 14:19:00,108 INFO  SwAddin.cs: 210 - Adding event handlers
2024-06-27 14:19:00,133 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-06-27 17:10:22,428 INFO  SwAddin.cs: 294 - Assembly export called for file URDF Denemesi
2024-06-27 17:10:22,431 INFO  SwAddin.cs: 299 - Save is required
2024-06-27 17:10:22,431 INFO  SwAddin.cs: 313 - Saving assembly
2024-06-27 17:10:22,752 INFO  SwAddin.cs: 316 - Opening property manager
2024-06-27 17:10:22,764 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from URDF Denemesi
2024-06-27 17:10:22,770 INFO  ExportHelperExtension.cs: 1136 - Found 68 in URDF Denemesi
2024-06-27 17:10:22,771 INFO  ExportHelperExtension.cs: 1145 - Found 7 features of type [CoordSys] in URDF Denemesi
2024-06-27 17:10:22,771 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-06-27 17:10:22,772 INFO  ExportHelperExtension.cs: 1160 - 9 components to check
2024-06-27 17:10:22,773 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Part3-1
2024-06-27 17:10:22,774 INFO  ExportHelperExtension.cs: 1136 - Found 29 in Part3-1
2024-06-27 17:10:22,774 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Part3-1
2024-06-27 17:10:22,774 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Part3-4
2024-06-27 17:10:22,774 INFO  ExportHelperExtension.cs: 1136 - Found 29 in Part3-4
2024-06-27 17:10:22,776 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Part3-4
2024-06-27 17:10:22,776 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Part1-1
2024-06-27 17:10:22,776 INFO  ExportHelperExtension.cs: 1136 - Found 26 in Part1-1
2024-06-27 17:10:22,777 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Part1-1
2024-06-27 17:10:22,777 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Part4-1
2024-06-27 17:10:22,777 INFO  ExportHelperExtension.cs: 1136 - Found 24 in Part4-1
2024-06-27 17:10:22,777 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Part4-1
2024-06-27 17:10:22,778 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Part3-3
2024-06-27 17:10:22,778 INFO  ExportHelperExtension.cs: 1136 - Found 29 in Part3-3
2024-06-27 17:10:22,778 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Part3-3
2024-06-27 17:10:22,778 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Part2-2
2024-06-27 17:10:22,779 INFO  ExportHelperExtension.cs: 1136 - Found 33 in Part2-2
2024-06-27 17:10:22,779 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Part2-2
2024-06-27 17:10:22,779 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Part2-1
2024-06-27 17:10:22,779 INFO  ExportHelperExtension.cs: 1136 - Found 33 in Part2-1
